labels,sector,type,essential,usd_per_ton,output,final_demand,share_exporting_firms,cutoff,supply_data,country,country_ISO
SWZ_Other Manufacturing,SWZ_Other Manufacturing,manufacturing,True,,79119.70844811885,33933.10303224501,0.1956462436413573,0,USD,Swaziland,SWZ
SWZ_Recycling,SWZ_Recycling,utility,True,,6267.701370089627,-3421.9519742698567,0.9138080208626108,0,USD,Swaziland,SWZ
"SWZ_Electricity, Gas and Water","SWZ_Electricity, Gas and Water",utility,True,,496593.5588037834,408993.8436971088,0.01694427265014,0,USD,Swaziland,SWZ
SWZ_Construction,SWZ_Construction,construction,True,,332953.25508499664,209214.0558296543,0.0798759978140268,0,USD,Swaziland,SWZ
SWZ_Maintenance and Repair,SWZ_Maintenance and Repair,construction,True,,27455.336074529805,7497.073165355,0.6730879268062757,0,USD,Swaziland,SWZ
SWZ_Wholesale Trade,SWZ_Wholesale Trade,trade,True,,315033.10188612697,129797.38341595903,0.2204101906258289,0,USD,Swaziland,SWZ
SWZ_Retail Trade,SWZ_Retail Trade,trade,True,,304096.7952638009,239302.94553041272,0.1563995646916628,0,USD,Swaziland,SWZ
SWZ_Hotels and Restraurants,SWZ_Hotels and Restraurants,service,True,,329853.46981455496,280026.5407055001,0.0733648016698443,0,USD,Swaziland,SWZ
SWZ_Transport,SWZ_Transport,construction,True,,663069.2130603617,473361.540514122,0.0213836580660986,0,USD,Swaziland,SWZ
SWZ_Post and Telecommunications,SWZ_Post and Telecommunications,service,True,,186710.72541390493,43395.90397740308,0.099711574068553,0,USD,Swaziland,SWZ
SWZ_Finacial Intermediation and Business Activities,SWZ_Finacial Intermediation and Business Activities,service,True,,1024582.971359616,133661.42833769755,0.0102120221498845,0,USD,Swaziland,SWZ
SWZ_Public Administration,SWZ_Public Administration,service,True,,507271.777777802,480977.9573057384,0.0415374806802147,0,USD,Swaziland,SWZ
"SWZ_Education, Health and Other Services","SWZ_Education, Health and Other Services",service,True,,851974.4921930481,739726.926782977,0.0496546314986214,0,USD,Swaziland,SWZ
SWZ_Private Households,SWZ_Private Households,service,True,,24553.82319518527,9374.089488397014,0.6136708016347903,0,USD,Swaziland,SWZ
SWZ_Others,SWZ_Others,service,True,,19079.9382838489,6132.674576820524,0.217123424897822,0,USD,Swaziland,SWZ
SWZ_Re-export & Re-import,SWZ_Re-export & Re-import,imports,True,,16800.560330297536,3757.0536048082895,0.7760522741659263,0,USD,Swaziland,SWZ
SWE_Agriculture,SWE_Agriculture,agriculture,True,,13867859.731611555,2685984.473484306,0.0421038972075333,0,USD,Sweden,SWE
SWE_Fishing,SWE_Fishing,agriculture,True,,381425.5284120871,58704.85932697774,0.7672909760720535,0,USD,Sweden,SWE
SWE_Mining and Quarrying,SWE_Mining and Quarrying,mining,True,,3493271.1412070645,47434.52370681746,0.2373616198588971,0,USD,Sweden,SWE
SWE_Food & Beverages,SWE_Food & Beverages,agriculture,True,,27235378.083537824,17887313.56745532,0.0942398804902544,0,USD,Sweden,SWE
SWE_Textiles and Wearing Apparel,SWE_Textiles and Wearing Apparel,manufacturing,True,,3441372.216942095,1624193.4201407847,0.4137053943221468,0,USD,Sweden,SWE
SWE_Wood and Paper,SWE_Wood and Paper,manufacturing,True,,47472709.24783318,2677656.406350709,0.4607251555265074,0,USD,Sweden,SWE
"SWE_Petroleum, Chemical and Non-Metallic Mineral Products","SWE_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,37891913.59546752,6867235.948707492,0.5383795183400364,0,USD,Sweden,SWE
SWE_Metal Products,SWE_Metal Products,manufacturing,True,,41899156.70834671,3277003.3575355187,0.5937912950685922,0,USD,Sweden,SWE
SWE_Electrical and Machinery,SWE_Electrical and Machinery,utility,True,,74346314.3100498,35344022.187571526,0.3908332859540355,0,USD,Sweden,SWE
SWE_Transport Equipment,SWE_Transport Equipment,utility,True,,42970948.546856135,24529457.426638328,0.2762253314656289,0,USD,Sweden,SWE
SWE_Other Manufacturing,SWE_Other Manufacturing,manufacturing,True,,5414158.069314247,2976480.600244698,0.1811219527365493,0,USD,Sweden,SWE
SWE_Recycling,SWE_Recycling,utility,True,,901076.0044899824,169432.10854513006,0.1000780395099888,0,USD,Sweden,SWE
"SWE_Electricity, Gas and Water","SWE_Electricity, Gas and Water",utility,True,,17844309.612810694,5071031.9536167225,0.0199741453546688,0,USD,Sweden,SWE
SWE_Construction,SWE_Construction,construction,True,,38210451.18000573,22519767.340205148,0.0151841987805211,0,USD,Sweden,SWE
SWE_Maintenance and Repair,SWE_Maintenance and Repair,construction,True,,71503920.76749796,30848736.60750279,0.0044779899217908,0,USD,Sweden,SWE
SWE_Wholesale Trade,SWE_Wholesale Trade,trade,True,,45710.505944044366,1088.1516293330612,0.9759383892757728,0,USD,Sweden,SWE
SWE_Retail Trade,SWE_Retail Trade,trade,True,,5136.894107815306,823.2552767799922,0.838399147742401,0,USD,Sweden,SWE
SWE_Hotels and Restraurants,SWE_Hotels and Restraurants,service,True,,19000943.562047653,13602252.431743994,0.0630697413455985,0,USD,Sweden,SWE
SWE_Transport,SWE_Transport,construction,True,,77852023.58213544,33240533.91805457,0.1110072999599465,0,USD,Sweden,SWE
SWE_Post and Telecommunications,SWE_Post and Telecommunications,service,True,,23296251.77769242,6801368.427726132,0.0902146792877951,0,USD,Sweden,SWE
SWE_Finacial Intermediation and Business Activities,SWE_Finacial Intermediation and Business Activities,service,True,,212147800.5688215,76522083.4997051,0.0421121816674609,0,USD,Sweden,SWE
SWE_Public Administration,SWE_Public Administration,service,True,,37605010.99700506,32406287.276213143,0.003039557167555,0,USD,Sweden,SWE
"SWE_Education, Health and Other Services","SWE_Education, Health and Other Services",service,True,,125881301.35543932,113973491.77736928,0.0101446290839036,0,USD,Sweden,SWE
SWE_Private Households,SWE_Private Households,service,True,,97880.14123866304,73776.41921928775,0.2449665156276271,0,USD,Sweden,SWE
SWE_Others,SWE_Others,service,True,,2792140.4719306147,2072939.2752285816,0.0062487384268201,0,USD,Sweden,SWE
SWE_Re-export & Re-import,SWE_Re-export & Re-import,imports,True,,6756460.6791923,1950777.445388988,0.7112629195416258,0,USD,Sweden,SWE
CHE_Agriculture,CHE_Agriculture,agriculture,True,,16927674.30467528,5252504.163545695,0.040810931021624,0,USD,Switzerland,CHE
CHE_Fishing,CHE_Fishing,agriculture,True,,2454194.991877392,761515.8104221863,0.0408109617842096,0,USD,Switzerland,CHE
CHE_Mining and Quarrying,CHE_Mining and Quarrying,mining,True,,6520823.150648099,443581.5148171225,0.6420334926848739,0,USD,Switzerland,CHE
CHE_Food & Beverages,CHE_Food & Beverages,agriculture,True,,46191213.34841022,32557913.846176177,0.124926908987089,0,USD,Switzerland,CHE
CHE_Textiles and Wearing Apparel,CHE_Textiles and Wearing Apparel,manufacturing,True,,18599612.172181305,10769084.50875995,0.2903973621654235,0,USD,Switzerland,CHE
CHE_Wood and Paper,CHE_Wood and Paper,manufacturing,True,,36510015.354269184,4912449.123372993,0.2919182131390137,0,USD,Switzerland,CHE
"CHE_Petroleum, Chemical and Non-Metallic Mineral Products","CHE_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,121470368.37860332,27091780.37029056,0.5434574938552744,0,USD,Switzerland,CHE
CHE_Metal Products,CHE_Metal Products,manufacturing,True,,52274107.37450705,3341818.368721153,0.5510703677655597,0,USD,Switzerland,CHE
CHE_Electrical and Machinery,CHE_Electrical and Machinery,utility,True,,207200862.0744902,97493662.58275008,0.4612747764016527,0,USD,Switzerland,CHE
CHE_Transport Equipment,CHE_Transport Equipment,utility,True,,25970392.20041331,17146951.002132174,0.283019658205745,0,USD,Switzerland,CHE
CHE_Other Manufacturing,CHE_Other Manufacturing,manufacturing,True,,18263210.316638567,12275945.467386484,0.2166185025777137,0,USD,Switzerland,CHE
CHE_Recycling,CHE_Recycling,utility,True,,296415.29687894386,25875.96078980093,0.0893034111710332,0,USD,Switzerland,CHE
"CHE_Electricity, Gas and Water","CHE_Electricity, Gas and Water",utility,True,,38213224.63287392,7576163.28013266,0.0170253310991591,0,USD,Switzerland,CHE
CHE_Construction,CHE_Construction,construction,True,,60704410.78729613,52745522.721966445,0.029705168931597,0,USD,Switzerland,CHE
CHE_Maintenance and Repair,CHE_Maintenance and Repair,construction,True,,4926468.165397373,3417212.602459164,0.0152956855110683,0,USD,Switzerland,CHE
CHE_Wholesale Trade,CHE_Wholesale Trade,trade,True,,32563744.088512905,18861747.65273166,0.0556259460416353,0,USD,Switzerland,CHE
CHE_Retail Trade,CHE_Retail Trade,trade,True,,72426183.86537564,41951110.93530955,0.0556260142817219,0,USD,Switzerland,CHE
CHE_Hotels and Restraurants,CHE_Hotels and Restraurants,service,True,,40805256.38744062,34827154.404800065,0.1073114708816859,0,USD,Switzerland,CHE
CHE_Transport,CHE_Transport,construction,True,,60614137.39894715,18676888.35458425,0.2904308439877033,0,USD,Switzerland,CHE
CHE_Post and Telecommunications,CHE_Post and Telecommunications,service,True,,28104225.65190332,13007997.322513225,0.171836877920278,0,USD,Switzerland,CHE
CHE_Finacial Intermediation and Business Activities,CHE_Finacial Intermediation and Business Activities,service,True,,263282426.7585404,93437017.62062488,0.0715057439636153,0,USD,Switzerland,CHE
CHE_Public Administration,CHE_Public Administration,service,True,,10095334.828493984,9829735.951141365,0.0201625559261402,0,USD,Switzerland,CHE
"CHE_Education, Health and Other Services","CHE_Education, Health and Other Services",service,True,,140803356.40513274,120534458.28006332,0.0624554368204597,0,USD,Switzerland,CHE
CHE_Private Households,CHE_Private Households,service,True,,2173525.7072059577,2016065.0444139205,0.0350586142779019,0,USD,Switzerland,CHE
CHE_Others,CHE_Others,service,True,,5818601.80563582,5205255.895274977,0.0066797306739906,0,USD,Switzerland,CHE
CHE_Re-export & Re-import,CHE_Re-export & Re-import,imports,True,,1872504.8957612773,1243.2564706826254,0.9981713366569648,0,USD,Switzerland,CHE
SYR_Agriculture,SYR_Agriculture,agriculture,True,,7545346.01682096,1979262.17630197,0.1045055788103177,0,USD,Syria,SYR
SYR_Fishing,SYR_Fishing,agriculture,True,,201571.73980050848,100799.27509109504,0.0135992340996124,0,USD,Syria,SYR
SYR_Mining and Quarrying,SYR_Mining and Quarrying,mining,True,,2627669.936448828,219724.1531091232,0.8867698515703903,0,USD,Syria,SYR
SYR_Food & Beverages,SYR_Food & Beverages,agriculture,True,,1821375.1538694445,583690.1775578433,0.0057262102150929,0,USD,Syria,SYR
SYR_Textiles and Wearing Apparel,SYR_Textiles and Wearing Apparel,manufacturing,True,,1094960.2968380973,716913.2097474054,0.0963958749394725,0,USD,Syria,SYR
SYR_Wood and Paper,SYR_Wood and Paper,manufacturing,True,,1798785.8533692406,19297.71445435845,0.0017859736732218,0,USD,Syria,SYR
"SYR_Petroleum, Chemical and Non-Metallic Mineral Products","SYR_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,4608071.961282781,84369.6505142981,0.0016265783740939,0,USD,Syria,SYR
SYR_Metal Products,SYR_Metal Products,manufacturing,True,,2257742.561990672,31084.757857572866,0.0009667798852906,0,USD,Syria,SYR
SYR_Electrical and Machinery,SYR_Electrical and Machinery,utility,True,,4280042.824960552,532780.0781510365,0.0012800134025672,0,USD,Syria,SYR
SYR_Transport Equipment,SYR_Transport Equipment,utility,True,,2038032.61626718,739881.2537054752,0.0009381454970091,0,USD,Syria,SYR
SYR_Other Manufacturing,SYR_Other Manufacturing,manufacturing,True,,554538.2566355906,114097.703434677,0.0041237971222905,0,USD,Syria,SYR
SYR_Recycling,SYR_Recycling,utility,True,,240738.0594851508,188376.7465734312,0.0179347611131927,0,USD,Syria,SYR
"SYR_Electricity, Gas and Water","SYR_Electricity, Gas and Water",utility,True,,9702696.555429067,1376515.9193765726,0.0001920752164996,0,USD,Syria,SYR
SYR_Construction,SYR_Construction,construction,True,,3024099.547264974,1527329.1369572629,0.000851739135718,0,USD,Syria,SYR
SYR_Maintenance and Repair,SYR_Maintenance and Repair,construction,True,,117752.2631091664,52138.33629507408,0.0198669721186043,0,USD,Syria,SYR
SYR_Wholesale Trade,SYR_Wholesale Trade,trade,True,,3089037.001157795,805680.0728477843,0.0029863175700213,0,USD,Syria,SYR
SYR_Retail Trade,SYR_Retail Trade,trade,True,,2186586.5455419114,1676964.6121281516,0.0013300429734599,0,USD,Syria,SYR
SYR_Hotels and Restraurants,SYR_Hotels and Restraurants,service,True,,1606814.1875256733,1214447.7422379097,0.0074168102536575,0,USD,Syria,SYR
SYR_Transport,SYR_Transport,construction,True,,2300503.72624617,335335.0245794722,0.0152458339460849,0,USD,Syria,SYR
SYR_Post and Telecommunications,SYR_Post and Telecommunications,service,True,,2026880.16929898,313353.4551250807,0.0033035192229548,0,USD,Syria,SYR
SYR_Finacial Intermediation and Business Activities,SYR_Finacial Intermediation and Business Activities,service,True,,8462325.318332942,119476.40570352046,6.897759687416962e-06,0,USD,Syria,SYR
SYR_Public Administration,SYR_Public Administration,service,True,,1380441.8329021512,1252347.4177901368,0.000837278419464,0,USD,Syria,SYR
"SYR_Education, Health and Other Services","SYR_Education, Health and Other Services",service,True,,1183697.883315579,585564.8845073155,0.0021989158812826,0,USD,Syria,SYR
SYR_Private Households,SYR_Private Households,service,True,,29149.2534187724,25580.07030436323,0.071515759441943,0,USD,Syria,SYR
SYR_Others,SYR_Others,service,True,,196552.62580251592,3933.6614730495776,0.0007993023844097,0,USD,Syria,SYR
SYR_Re-export & Re-import,SYR_Re-export & Re-import,imports,True,,15224.821505696827,1715.1275638196073,0.8859668589106295,0,USD,Syria,SYR
TWN_Agriculture,TWN_Agriculture,agriculture,True,,7336051.050278952,2600836.233874259,0.0269554416940938,0,USD,Taiwan,TWN
TWN_Fishing,TWN_Fishing,agriculture,True,,2050188.482197458,1409681.8650896482,0.1230805153442503,0,USD,Taiwan,TWN
TWN_Mining and Quarrying,TWN_Mining and Quarrying,mining,True,,2628743.251116395,-5122.161142416427,0.0886627276463496,0,USD,Taiwan,TWN
TWN_Food & Beverages,TWN_Food & Beverages,agriculture,True,,11669365.58928256,8472310.81420195,0.0476744056679106,0,USD,Taiwan,TWN
TWN_Textiles and Wearing Apparel,TWN_Textiles and Wearing Apparel,manufacturing,True,,13999930.261758238,4133570.6935938303,0.3334546888298637,0,USD,Taiwan,TWN
TWN_Wood and Paper,TWN_Wood and Paper,manufacturing,True,,7698729.514378158,466723.8912676642,0.1175927774301894,0,USD,Taiwan,TWN
"TWN_Petroleum, Chemical and Non-Metallic Mineral Products","TWN_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,75202375.91415112,6297766.415520461,0.1570661976872186,0,USD,Taiwan,TWN
TWN_Metal Products,TWN_Metal Products,manufacturing,True,,40173083.53201363,1814425.8455654115,0.1933498194812042,0,USD,Taiwan,TWN
TWN_Electrical and Machinery,TWN_Electrical and Machinery,utility,True,,107453214.94226313,38323683.95490624,0.2785640404498872,0,USD,Taiwan,TWN
TWN_Transport Equipment,TWN_Transport Equipment,utility,True,,15487414.01048592,7803106.00559924,0.1713882177756422,0,USD,Taiwan,TWN
TWN_Other Manufacturing,TWN_Other Manufacturing,manufacturing,True,,1746322.2025118582,738643.6149883771,0.3720131225205965,0,USD,Taiwan,TWN
TWN_Recycling,TWN_Recycling,utility,True,,12784936.050113069,1486837.657365791,0.1325876537772967,0,USD,Taiwan,TWN
"TWN_Electricity, Gas and Water","TWN_Electricity, Gas and Water",utility,True,,13355828.18906819,1862152.3820386943,0.0020507805349666,0,USD,Taiwan,TWN
TWN_Construction,TWN_Construction,construction,True,,26952115.18948956,20645133.803364627,0.0104359759557437,0,USD,Taiwan,TWN
TWN_Maintenance and Repair,TWN_Maintenance and Repair,construction,True,,1307095.5664919536,627797.5320601342,0.0803453171430863,0,USD,Taiwan,TWN
TWN_Wholesale Trade,TWN_Wholesale Trade,trade,True,,20940768.85736253,8046886.878335865,0.0830931594861144,0,USD,Taiwan,TWN
TWN_Retail Trade,TWN_Retail Trade,trade,True,,34868628.01746231,18025311.14596144,0.0792965775442955,0,USD,Taiwan,TWN
TWN_Hotels and Restraurants,TWN_Hotels and Restraurants,service,True,,6741193.3279645,5373039.718676725,0.056796044329347,0,USD,Taiwan,TWN
TWN_Transport,TWN_Transport,construction,True,,21975090.33823222,7454022.640055382,0.1933916863414688,0,USD,Taiwan,TWN
TWN_Post and Telecommunications,TWN_Post and Telecommunications,service,True,,10643303.99081988,3196648.3978445986,0.0260706136107362,0,USD,Taiwan,TWN
TWN_Finacial Intermediation and Business Activities,TWN_Finacial Intermediation and Business Activities,service,True,,91632980.68795192,30484127.007101186,0.0307182256838967,0,USD,Taiwan,TWN
TWN_Public Administration,TWN_Public Administration,service,True,,23512705.575173795,23501036.1952712,0.0004953764498629,0,USD,Taiwan,TWN
"TWN_Education, Health and Other Services","TWN_Education, Health and Other Services",service,True,,33740479.257104285,24459051.469206173,0.0093066056902852,0,USD,Taiwan,TWN
TWN_Private Households,TWN_Private Households,service,True,,1417682.6222736018,1407733.185789201,0.0069897564837248,0,USD,Taiwan,TWN
TWN_Others,TWN_Others,service,True,,6317012.80964442,141821.71060517555,0.0015618752942164,0,USD,Taiwan,TWN
TWN_Re-export & Re-import,TWN_Re-export & Re-import,imports,True,,376015.5117696807,110031.64953698144,0.7073217985572869,0,USD,Taiwan,TWN
TJK_Agriculture,TJK_Agriculture,agriculture,True,,1528213.513467586,1039294.6254664122,0.2097582685902438,0,USD,Tajikistan,TJK
TJK_Fishing,TJK_Fishing,agriculture,True,,39508.760307838704,15988.975222094568,0.0586358981576172,0,USD,Tajikistan,TJK
TJK_Mining and Quarrying,TJK_Mining and Quarrying,mining,True,,110051.3726784021,4963.012553729811,0.0505977536322459,0,USD,Tajikistan,TJK
TJK_Food & Beverages,TJK_Food & Beverages,agriculture,True,,546291.8672758105,257256.1586576402,0.0208217852205853,0,USD,Tajikistan,TJK
TJK_Textiles and Wearing Apparel,TJK_Textiles and Wearing Apparel,manufacturing,True,,156055.17351588482,74109.40218891352,0.0938952636868512,0,USD,Tajikistan,TJK
TJK_Wood and Paper,TJK_Wood and Paper,manufacturing,True,,360995.81496989407,18711.325536061056,0.0212388411330247,0,USD,Tajikistan,TJK
"TJK_Petroleum, Chemical and Non-Metallic Mineral Products","TJK_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,1014751.6750793796,119301.3352160588,0.0170481872049816,0,USD,Tajikistan,TJK
TJK_Metal Products,TJK_Metal Products,manufacturing,True,,392010.5766145369,16646.094122402017,0.0553976490881489,0,USD,Tajikistan,TJK
